"name","name_full","comment","reference_version","target_version"
"epo:ConcessionEstimate","http://data.europa.eu/a4g/ontology#ConcessionEstimate","","3.0.0","3.0.1"
"epo:IndefiniteDuration","http://data.europa.eu/a4g/ontology#IndefiniteDuration","","3.0.0","3.0.1"
"epo:SpecificDuration","http://data.europa.eu/a4g/ontology#SpecificDuration","","3.0.0","3.0.1"
