"name","comment","reference_version","target_version"
"http://data.europa.eu/a4g/ontology#ConcessionEstimate","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#IndefiniteDuration","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#SpecificDuration","","3.0.0","3.0.1"
