"name","comment","reference_version","target_version"
"http://data.europa.eu/a4g/ontology#ProcurementProcessInformation","","3.0.0 beta","3.0.0"
"http://creativecommons.org/ns#Evidence","","3.0.0 beta","3.0.0"
"http://creativecommons.org/ns#InformationConcept","","3.0.0 beta","3.0.0"
