"subject","comment","predicate","comment","object","comment","reference_version","target_version"
"http://data.europa.eu/a4g/ontology#Lot","","http://www.w3.org/2006/time#unitType","","http://www.w3.org/2006/time#TemporalUnit","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#Lot","","http://data.europa.eu/a4g/ontology#hasRestatedEstimatedValue","","http://data.europa.eu/a4g/ontology#MonetaryValue","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#Tender","","http://data.europa.eu/a4g/ontology#foreseesContractSpecificTerm","","http://data.europa.eu/a4g/ontology#ContractSpecificTerm","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#Tender","","http://data.europa.eu/a4g/ontology#foreseesConcession","","http://data.europa.eu/a4g/ontology#ConcessionEstimate","","3.0.0","3.0.1"
"http://www.w3.org/ns/org#Organization","","http://data.europa.eu/a4g/ontology#hasMainActivity","","http://publications.europa.eu/resource/authority/main-activity","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#Buyer","","http://data.europa.eu/a4g/ontology#dependsOnBuyer","","http://data.europa.eu/a4g/ontology#Awarder","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ContractTerm","","http://data.europa.eu/a4g/ontology#definesContractDuration","","http://data.europa.eu/a4g/ontology#Duration","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#MultipleStageProcedureTerm","","http://data.europa.eu/a4g/ontology#definesContractPeriod","","http://data.europa.eu/a4g/ontology#Period","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#MultipleStageProcedureTerm","","http://data.europa.eu/a4g/ontology#hasQualificationSystemPeriod","","http://data.europa.eu/a4g/ontology#Period","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ProcedureTerm","","http://data.europa.eu/a4g/ontology#hasQualificationSystemDuration","","http://data.europa.eu/a4g/ontology#Duration","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#LotAwardOutcome","","http://data.europa.eu/a4g/ontology#hasBuyerLegalType","","http://publications.europa.eu/resource/authority/buyer-legal-type","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ConcessionEstimate","","http://data.europa.eu/a4g/ontology#hasEstimatedUserConcessionRevenue","","http://data.europa.eu/a4g/ontology#MonetaryValue
","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#ConcessionEstimate","","http://data.europa.eu/a4g/ontology#hasEstimatedBuyerConcessionRevenue","","http://data.europa.eu/a4g/ontology#MonetaryValue
","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#Document","","http://data.europa.eu/a4g/ontology#isBasedOnImplementingRegulation","","http://publications.europa.eu/resource/authority/legal-basis","","3.0.0","3.0.1"
"http://data.europa.eu/a4g/ontology#Duration","","http://data.europa.eu/a4g/ontology#refersToProcedure","","http://data.europa.eu/a4g/ontology#Procedure","","3.0.0","3.0.1"
