"subject","comment","predicate","object","reference_version","target_version"
"http://data.europa.eu/a4g/ontology#ProcurementObject","","http://data.europa.eu/a4g/ontology#hasLegalBasis","http://publications.europa.eu/resource/authority/legal-basis","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#ProcurementObject","","http://data.europa.eu/a4g/ontology#foreseesConcession","http://data.europa.eu/a4g/ontology#ConcessionEstimate","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Project","","http://www.w3.org/ns/adms#identifier","http://www.w3.org/ns/adms#Identifier","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#PurchaseContract","","http://data.europa.eu/a4g/ontology#resultsFromMiniCompetitionAwardOutcome","http://data.europa.eu/a4g/ontology#MiniCompetitionAwardOutcome","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#ReviewDecision","","http://data.europa.eu/a4g/ontology#hasRemedyValue","http://data.europa.eu/a4g/ontology#MonetaryValue","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#ReviewRequest","","http://data.europa.eu/a4g/ontology#hasReviewRequestFee","http://data.europa.eu/a4g/ontology#MonetaryValue","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Reviewer","","http://data.europa.eu/a4g/ontology#hasReviewBodyType","http://publications.europa.eu/resource/authority/review-body-type","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#SelectedCandidateList","","http://data.europa.eu/a4g/ontology#containsCandidate","http://data.europa.eu/a4g/ontology#Candidate","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#SelectedCandidateList","","http://data.europa.eu/a4g/ontology#hasStartDate","http://data.europa.eu/a4g/ontology#Period","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#SubmissionStatisticalInformation","","http://data.europa.eu/a4g/ontology#summarisesInformationForAwardOutcome","http://data.europa.eu/a4g/ontology#AwardOutcome","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#SubmissionTerm","","http://data.europa.eu/a4g/ontology#hasTenderValidityPeriod","http://data.europa.eu/a4g/ontology#Period","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#TenderAwardOutcome","","http://data.europa.eu/a4g/ontology#indicatesAwardToWinner","http://data.europa.eu/a4g/ontology#Winner","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#TenderAwardOutcome","","http://data.europa.eu/a4g/ontology#concernsTender","http://data.europa.eu/a4g/ontology#Tender","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Tender","","http://data.europa.eu/a4g/ontology#hasSubcontracting","http://publications.europa.eu/resource/authority/applicability","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#VehicleInformation","","http://data.europa.eu/a4g/ontology#concernsGreenProcurement","http://data.europa.eu/a4g/ontology#GreenProcurement","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#VehicleInformation","","http://data.europa.eu/a4g/ontology#specifiesCleanVehicleDirectiveVehicleCategory","http://publications.europa.eu/resource/authority/vehicle-category","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#VehicleInformation","","http://data.europa.eu/a4g/ontology#specifiesCleanVehicleDirectiveContractType","http://publications.europa.eu/resource/authority/cvd-contract-type","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Winner","","http://data.europa.eu/a4g/ontology#needsToBeATenderer","http://data.europa.eu/a4g/ontology#Tenderer","3.1.0","4.0.0-rc.1"
"http://xmlns.com/foaf/0.1/Agent","","http://www.w3.org/ns/adms#identifier","http://www.w3.org/ns/adms#Identifier","3.1.0","4.0.0-rc.1"
"http://xmlns.com/foaf/0.1/Person","","http://data.europa.eu/a4g/ontology#hasCertification","http://data.europa.eu/a4g/ontology#Certificate","3.1.0","4.0.0-rc.1"
"http://www.w3.org/ns/locn#Address","","http://www.w3.org/ns/adms#identifier","http://www.w3.org/ns/adms#Identifier","3.1.0","4.0.0-rc.1"
"http://www.w3.org/ns/org#Organization","","http://data.europa.eu/a4g/ontology#hasLegalIdentifier","http://www.w3.org/ns/adms#Identifier","3.1.0","4.0.0-rc.1"
"http://www.w3.org/ns/org#Organization","","http://data.europa.eu/a4g/ontology#hasRegistrationCountry","http://publications.europa.eu/resource/authority/country","3.1.0","4.0.0-rc.1"
"http://www.w3.org/ns/org#Organization","","http://data.europa.eu/a4g/ontology#hasCertification","http://data.europa.eu/a4g/ontology#Certificate","3.1.0","4.0.0-rc.1"
"http://www.w3.org/ns/org#Organization","","http://data.europa.eu/a4g/ontology#hasTaxIdentifier","http://www.w3.org/ns/adms#Identifier","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Catalogue","","http://data.europa.eu/a4g/ontology#specifiesCatalogueReceiver","http://data.europa.eu/a4g/ontology#CatalogueReceiver","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Catalogue","","http://data.europa.eu/a4g/ontology#specifiesCatalogueProvider","http://data.europa.eu/a4g/ontology#CatalogueProvider","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Catalogue","","http://data.europa.eu/a4g/ontology#specifiesBuyer","http://data.europa.eu/a4g/ontology#Buyer","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#InformationHub","","http://data.europa.eu/a4g/ontology#isSpecificToLine","http://data.europa.eu/a4g/ontology#Line","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Item","","http://data.europa.eu/a4g/ontology#hasTaxInformation","http://data.europa.eu/a4g/ontology#TaxInformation","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Item","","http://data.europa.eu/a4g/ontology#hasCertification","http://data.europa.eu/a4g/ontology#Certificate","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Item","","http://data.europa.eu/a4g/ontology#hasSellerItemID","http://www.w3.org/ns/adms#Identifier","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Item","","http://purl.org/dc/terms/isReplacedBy","http://data.europa.eu/a4g/ontology#Item","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Item","","http://data.europa.eu/a4g/ontology#hasSerialID","http://www.w3.org/ns/adms#Identifier","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Item","","http://data.europa.eu/a4g/ontology#hasExternalSpecification","http://data.europa.eu/a4g/ontology#Document","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Line","","http://data.europa.eu/a4g/ontology#specifiesItem","http://data.europa.eu/a4g/ontology#Item","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Line","","http://www.w3.org/ns/adms#identifier","http://www.w3.org/ns/adms#Identifier","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#PostAwardDocument","","http://data.europa.eu/a4g/ontology#hasDocumentType","http://publications.europa.eu/resource/authority/new/document-type","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#PostAwardDocument","","http://data.europa.eu/a4g/ontology#hasDocumentStatus","http://publications.europa.eu/resource/authority/new/document-status","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Price","","http://data.europa.eu/a4g/ontology#hasPriceDiscountInformation","http://data.europa.eu/a4g/ontology#AllowanceInformation","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Price","","http://data.europa.eu/a4g/ontology#hasPriceSurchargeInformation","http://data.europa.eu/a4g/ontology#ChargeInformation","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#DeliveryAgreement","","http://data.europa.eu/a4g/ontology#specifiesDeliveryAgreementLocation","http://purl.org/dc/terms/Location","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#DeliveryInformation","","http://data.europa.eu/a4g/ontology#specifiesPlaceOfDelivery","http://purl.org/dc/terms/Location","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#DeliveryInformation","","http://data.europa.eu/a4g/ontology#specifiesGeneralDeliveryAgreement","http://data.europa.eu/a4g/ontology#DeliveryAgreement","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#DeliveryInformation","","http://data.europa.eu/a4g/ontology#specifiesSpecificDeliveryAgreement","http://data.europa.eu/a4g/ontology#DeliveryAgreement","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#DeliveryInformation","","http://data.europa.eu/a4g/ontology#hasTrackingID","http://www.w3.org/ns/adms#Identifier","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#OrderLine","","http://data.europa.eu/a4g/ontology#hasQuantity","http://data.europa.eu/a4g/ontology#Quantity","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Order","","http://data.europa.eu/a4g/ontology#hasTotalTaxInclusiveAmount","http://data.europa.eu/a4g/ontology#MonetaryValue","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Order","","http://data.europa.eu/a4g/ontology#hasTotalTaxExclusiveAmount","http://data.europa.eu/a4g/ontology#MonetaryValue","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Order","","http://data.europa.eu/a4g/ontology#specifiesDespatcher","http://data.europa.eu/a4g/ontology#Despatcher","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Order","","http://data.europa.eu/a4g/ontology#hasTotalLineAmount","http://data.europa.eu/a4g/ontology#MonetaryValue","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Order","","http://data.europa.eu/a4g/ontology#refersToProject","http://data.europa.eu/a4g/ontology#Project","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Order","","http://data.europa.eu/a4g/ontology#hasTotalAllowanceAmount","http://data.europa.eu/a4g/ontology#MonetaryValue","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Order","","http://data.europa.eu/a4g/ontology#specifiesSeller","http://data.europa.eu/a4g/ontology#Seller","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Order","","http://data.europa.eu/a4g/ontology#hasRoundingAmount","http://data.europa.eu/a4g/ontology#MonetaryValue","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Order","","http://data.europa.eu/a4g/ontology#specifiesAllowanceInformation","http://data.europa.eu/a4g/ontology#AllowanceInformation","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Order","","http://data.europa.eu/a4g/ontology#hasPrepaidAmount","http://data.europa.eu/a4g/ontology#MonetaryValue","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Order","","http://data.europa.eu/a4g/ontology#hasAmountDueForPayment","http://data.europa.eu/a4g/ontology#MonetaryValue","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Order","","http://data.europa.eu/a4g/ontology#specifiesBuyer","http://data.europa.eu/a4g/ontology#Buyer","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#Order","","http://data.europa.eu/a4g/ontology#hasTotalChargeAmount","http://data.europa.eu/a4g/ontology#MonetaryValue","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#OriginatorInformation","","http://data.europa.eu/a4g/ontology#concernsOriginatorRequest","http://data.europa.eu/a4g/ontology#OriginatorRequest","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#AllowanceChargeInformation","renamed from epo-ord:PriceModifierInformation","http://data.europa.eu/a4g/ontology#isCalculatedOn","http://data.europa.eu/a4g/ontology#MonetaryValue","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#AllowanceChargeInformation","renamed from epo-ord:PriceModifierInformation","http://data.europa.eu/a4g/ontology#hasTaxInformation","http://data.europa.eu/a4g/ontology#TaxInformation","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#AllowanceChargeInformation","renamed from epo-ord:PriceModifierInformation","http://data.europa.eu/a4g/ontology#hasAmount","http://data.europa.eu/a4g/ontology#MonetaryValue","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#AllowanceChargeInformation","renamed from epo-ord:PriceModifierInformation","http://data.europa.eu/a4g/ontology#hasAllowanceChargeReason","http://publications.europa.eu/resource/authority/new/allowance-charge-reason","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#TaxInformation","","http://data.europa.eu/a4g/ontology#isCalculatedOn","http://data.europa.eu/a4g/ontology#MonetaryValue","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#TaxInformation","","http://data.europa.eu/a4g/ontology#hasAmount","http://data.europa.eu/a4g/ontology#MonetaryValue","3.1.0","4.0.0-rc.1"
"http://data.europa.eu/a4g/ontology#TaxInformation","","http://data.europa.eu/a4g/ontology#hasTaxCategory","http://publications.europa.eu/resource/authority/new/tax-category","3.1.0","4.0.0-rc.1"
