"name","comment","reference_version","target_version"
"http://data.europa.eu/a4g/ontology#CompetitionTerminationInformation","","3.0.0 beta","3.0.0"
"http://data.europa.eu/a4g/ontology#RecurrenceInformation","","3.0.0 beta","3.0.0"
