"subject","subject_full","comment","predicate","predicate_full","commentpred","object","object_full","commentobj","reference_version","target_version"
"epo:Tender","http://data.europa.eu/a4g/ontology#Tender","","epo:hasEstimatedUserConcessionRevenue","http://data.europa.eu/a4g/ontology#hasEstimatedUserConcessionRevenue","","epo:MonetaryValue","http://data.europa.eu/a4g/ontology#MonetaryValue","","3.0.0","3.0.1"
"org:Organization","http://www.w3.org/ns/org#Organization","","epo:hasMainActivityType","http://data.europa.eu/a4g/ontology#hasMainActivityType","","at-voc:main-activity","http://publications.europa.eu/resource/authority/main-activity","","3.0.0","3.0.1"
"epo:BuyerSignatorySide","http://data.europa.eu/a4g/ontology#BuyerSignatorySide","","epo:hasEstimatedBuyerConcessionRevenue","http://data.europa.eu/a4g/ontology#hasEstimatedBuyerConcessionRevenue","","epo:MonetaryValue","http://data.europa.eu/a4g/ontology#MonetaryValue","","3.0.0","3.0.1"
"epo:Buyer","http://data.europa.eu/a4g/ontology#Buyer","","epo:dependsOnBuyer","http://data.europa.eu/a4g/ontology#dependsOnBuyer","","epo:Buyer","http://data.europa.eu/a4g/ontology#Buyer","","3.0.0","3.0.1"
"epo:LotAwardOutcome","http://data.europa.eu/a4g/ontology#LotAwardOutcome","","epo:hasLegalType","http://data.europa.eu/a4g/ontology#hasLegalType","","at-voc:buyer-legal-type","http://publications.europa.eu/resource/authority/buyer-legal-type","","3.0.0","3.0.1"
"epo:Document","http://data.europa.eu/a4g/ontology#Document","","epo:hasImplementingRegulation","http://data.europa.eu/a4g/ontology#hasImplementingRegulation","","at-voc:implementation-regulation","http://publications.europa.eu/resource/authority/implementation-regulation","","3.0.0","3.0.1"
"epo:IndefiniteDuration","http://data.europa.eu/a4g/ontology#IndefiniteDuration","","time:unitType","http://www.w3.org/2006/time#unitType","","time:TemporalUnit","http://www.w3.org/2006/time#TemporalUnit","","3.0.0","3.0.1"
"epo-cat:ChargeInformation","http://data.europa.eu/a4g/ontology#ChargeInformation","","epo-cat:isSubordinatedTo","http://data.europa.eu/a4g/ontology#isSubordinatedTo","","epo:Contract","http://data.europa.eu/a4g/ontology#Contract","","3.0.0","3.0.1"
"epo-cat:ChargeInformation","http://data.europa.eu/a4g/ontology#ChargeInformation","","epo-cat:hasFixedAmount","http://data.europa.eu/a4g/ontology#hasFixedAmount","","epo:MonetaryValue","http://data.europa.eu/a4g/ontology#MonetaryValue","","3.0.0","3.0.1"
"epo-not:CompetitionNotice","http://data.europa.eu/a4g/ontology#CompetitionNotice","from epo:CompetitionNotice","epo:announcesLot","http://data.europa.eu/a4g/ontology#announcesLot","","epo:Lot","http://data.europa.eu/a4g/ontology#Lot","","3.0.0","3.0.1"
"epo-not:CompetitionNotice","http://data.europa.eu/a4g/ontology#CompetitionNotice","from epo:CompetitionNotice","epo:announcesLotGroup","http://data.europa.eu/a4g/ontology#announcesLotGroup","","epo:LotGroup","http://data.europa.eu/a4g/ontology#LotGroup","","3.0.0","3.0.1"
"epo-not:CompetitionNotice","http://data.europa.eu/a4g/ontology#CompetitionNotice","from epo:CompetitionNotice","epo:announcesRole","http://data.europa.eu/a4g/ontology#announcesRole","","epo:AgentInRole","http://data.europa.eu/a4g/ontology#AgentInRole","","3.0.0","3.0.1"
"epo-not:CompetitionNotice","http://data.europa.eu/a4g/ontology#CompetitionNotice","from epo:CompetitionNotice","epo:announcesProcedure","http://data.europa.eu/a4g/ontology#announcesProcedure","","epo:Procedure","http://data.europa.eu/a4g/ontology#Procedure","","3.0.0","3.0.1"
"epo-not:ContractModificationNotice","http://data.europa.eu/a4g/ontology#ContractModificationNotice","from epo:ContractModificationNotice","epo:refersToContractToBeModified","http://data.europa.eu/a4g/ontology#refersToContractToBeModified","","epo:Contract","http://data.europa.eu/a4g/ontology#Contract","","3.0.0","3.0.1"
"epo-not:DirectAwardPrenotificationNotice","http://data.europa.eu/a4g/ontology#DirectAwardPrenotificationNotice","from epo:DirectAwardPrenotificationNotice","epo:announcesProcedure","http://data.europa.eu/a4g/ontology#announcesProcedure","","epo:Procedure","http://data.europa.eu/a4g/ontology#Procedure","","3.0.0","3.0.1"
"epo-not:PlanningNotice","http://data.europa.eu/a4g/ontology#PlanningNotice","from epo:PlanningNotice","epo:announcesPlannedProcurementPart","http://data.europa.eu/a4g/ontology#announcesPlannedProcurementPart","","epo:PlannedProcurementPart","http://data.europa.eu/a4g/ontology#PlannedProcurementPart","","3.0.0","3.0.1"
"epo-not:ResultNotice","http://data.europa.eu/a4g/ontology#ResultNotice","","epo:announcesNonPublishedElement","http://data.europa.eu/a4g/ontology#announcesNonPublishedElement","","epo:PublicationProvision","http://data.europa.eu/a4g/ontology#PublicationProvision","","3.0.0","3.0.1"
"epo-not:ResultNotice","http://data.europa.eu/a4g/ontology#ResultNotice","","epo:refersToRole","http://data.europa.eu/a4g/ontology#refersToRole","","epo:AgentInRole","http://data.europa.eu/a4g/ontology#AgentInRole","","3.0.0","3.0.1"
"epo-not:ResultNotice","http://data.europa.eu/a4g/ontology#ResultNotice","","epo:announcesLotAwardOutcome","http://data.europa.eu/a4g/ontology#announcesLotAwardOutcome","","epo:LotAwardOutcome","http://data.europa.eu/a4g/ontology#LotAwardOutcome","","3.0.0","3.0.1"
"epo-not:ResultNotice","http://data.europa.eu/a4g/ontology#ResultNotice","","epo:refersToProcedureTerm","http://data.europa.eu/a4g/ontology#refersToProcedureTerm","","epo:ProcedureTerm","http://data.europa.eu/a4g/ontology#ProcedureTerm","","3.0.0","3.0.1"
"epo-not:ResultNotice","http://data.europa.eu/a4g/ontology#ResultNotice","","epo:refersToLot","http://data.europa.eu/a4g/ontology#refersToLot","","epo:Lot","http://data.europa.eu/a4g/ontology#Lot","","3.0.0","3.0.1"
"epo-not:ResultNotice","http://data.europa.eu/a4g/ontology#ResultNotice","","epo:announcesRole","http://data.europa.eu/a4g/ontology#announcesRole","","epo:AgentInRole","http://data.europa.eu/a4g/ontology#AgentInRole","","3.0.0","3.0.1"
"epo-not:ResultNotice","http://data.europa.eu/a4g/ontology#ResultNotice","","epo:refersToReviewTerm","http://data.europa.eu/a4g/ontology#refersToReviewTerm","","epo:ReviewTerm","http://data.europa.eu/a4g/ontology#ReviewTerm","","3.0.0","3.0.1"
"epo-not:ResultNotice","http://data.europa.eu/a4g/ontology#ResultNotice","","epo:announcesTender","http://data.europa.eu/a4g/ontology#announcesTender","","epo:Tender","http://data.europa.eu/a4g/ontology#Tender","","3.0.0","3.0.1"
"epo-not:ResultNotice","http://data.europa.eu/a4g/ontology#ResultNotice","","epo:refersToLotGroup","http://data.europa.eu/a4g/ontology#refersToLotGroup","","epo:LotGroup","http://data.europa.eu/a4g/ontology#LotGroup","","3.0.0","3.0.1"
"epo-not:ResultNotice","http://data.europa.eu/a4g/ontology#ResultNotice","","epo:announcesContract","http://data.europa.eu/a4g/ontology#announcesContract","","epo:Contract","http://data.europa.eu/a4g/ontology#Contract","","3.0.0","3.0.1"
"epo-not:ResultNotice","http://data.europa.eu/a4g/ontology#ResultNotice","","epo-not:announcesNoticeAwardInformation","http://data.europa.eu/a4g/ontology#announcesNoticeAwardInformation","","epo:NoticeAwardInformation","http://data.europa.eu/a4g/ontology#NoticeAwardInformation","","3.0.0","3.0.1"
"epo-not:ResultNotice","http://data.europa.eu/a4g/ontology#ResultNotice","","epo:announcesLotGroupAwardInformation","http://data.europa.eu/a4g/ontology#announcesLotGroupAwardInformation","","epo:LotGroupAwardInformation","http://data.europa.eu/a4g/ontology#LotGroupAwardInformation","","3.0.0","3.0.1"
